ShipmentMonth,ConsigneeStateRegion,ConsigneeCountry,ShipmentOrigin,Province,CountryOfSale,TransportMethod,IsContainerized,ValueOfGoodsUSD,HSCode,TradeType
2015-01-01,Jiangsu,China,Finland,Jiangsu Province,Germany,River-Sea Transportation,Yes,361869.0,440710,Ordinary Trade
2015-01-01,Shanghai Shi,China,Russia,Shanghai Municipality,Russia,Railway Transportation,Yes,18852.0,440710,Ordinary Trade
2015-01-01,Tianjin,China,United States,Tianjin Municipality,United States,River-Sea Transportation,Yes,5874.0,440710,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,,China,Finland,Beijing Municipality,Germany,River-Sea Transportation,Yes,31126.0,440710,Ordinary Trade
2015-01-01,Beijing Shi,China,Russia,Beijing Municipality,Russia,Railway Transportation,Yes,12256.0,440710,Ordinary Trade
2015-01-01,Zhejiang,China,Bolivia,Zhejiang Province,Netherlands,River-Sea Transportation,Yes,6691.0,440890,Ordinary Trade
2015-01-01,Jiangsu,China,Vietnam,Jiangsu Province,Vietnam,River-Sea Transportation,Yes,50281.0,440890,Ordinary Trade
2015-01-01,Yunnan,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,No,21023.0,440399,Petty Frontier Trade
2015-01-01,Guangdong,China,Cote D Ivoire,Guangdong Province,Cote D Ivoire,River-Sea Transportation,No,11771.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Lao PDR,Guangdong Province,Thailand,River-Sea Transportation,No,30794.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Cote D Ivoire,Guangdong Province,Cote D Ivoire,River-Sea Transportation,No,188028.0,440399,Ordinary Trade
2015-01-01,,China,United States,Zhejiang Province,United States,River-Sea Transportation,No,248910.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Ukraine,Guangdong Province,Slovenia,River-Sea Transportation,No,19609.0,440399,Ordinary Trade
2015-01-01,Jiangsu,China,Mozambique,Jiangsu Province,Mozambique,River-Sea Transportation,No,95566.0,440399,Ordinary Trade
2015-01-01,Jiangsu,China,Zambia,Jiangsu Province,Mozambique,River-Sea Transportation,No,141802.0,440399,Ordinary Trade
2015-01-01,Shanghai Shi,China,Guatemala,Shanghai Municipality,Guatemala,River-Sea Transportation,No,5283.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Serbia,Guangdong Province,Croatia Rep,River-Sea Transportation,No,31718.0,440399,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Benin,Zhejiang Province,Benin,River-Sea Transportation,No,31559.0,440399,Ordinary Trade
2015-01-01,Shanghai Shi,China,Malaysia,Shanghai Municipality,Malaysia,River-Sea Transportation,No,516724.0,440399,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,404994.0,440399,Petty Frontier Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,57192.0,440399,Petty Frontier Trade
2015-01-01,Guangdong,China,Malaysia,Guangdong Province,Malaysia,River-Sea Transportation,No,228813.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Ukraine,Guangdong Province,Ukraine,River-Sea Transportation,No,24903.0,440399,Ordinary Trade
2015-01-01,Liaoning,China,Romania,Liaoning Province,Romania,River-Sea Transportation,No,52629.0,440399,Ordinary Trade
2015-01-01,Beijing Shi,China,Benin,Beijing Municipality,Benin,River-Sea Transportation,No,252877.0,440399,Ordinary Trade
2015-01-01,Beijing,China,Argentina,Beijing Municipality,Argentina,River-Sea Transportation,No,16749.0,440399,Ordinary Trade
2015-01-01,Liaoning,China,Japan,Liaoning Province,Japan,River-Sea Transportation,Yes,207763.0,441114,Processing Trade with Imported Materials
2015-01-01,Tianjin,China,"Korea, Rep.",Tianjin Municipality,"Korea, Rep.",Air Transport,Yes,7428.0,441114,Ordinary Trade
2015-01-01,Shanghai,China,Indonesia,Shanghai Municipality,France,Air Transport,Yes,22443.0,442090,Ordinary Trade
2015-01-01,Beijing,China,France,Beijing Municipality,France,River-Sea Transportation,Yes,403.0,442090,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,168.0,442010,Ordinary Trade
2015-01-01,Shanghai Shi,China,Indonesia,Shanghai Municipality,Indonesia,River-Sea Transportation,Yes,1304.0,442010,Ordinary Trade
2015-01-01,Tianjin,China,Pakistan,Tianjin Municipality,Pakistan,River-Sea Transportation,Yes,1304.0,442010,Others
2015-01-01,Shanghai Shi,China,Costa Rica,Shanghai Municipality,Costa Rica,River-Sea Transportation,No,131735.0,440320,Ordinary Trade
2015-01-01,Shanghai Shi,China,New Zealand,Shanghai Municipality,New Zealand,River-Sea Transportation,No,11367727.0,440320,Ordinary Trade
2015-01-01,Tianjin,China,Ukraine,Tianjin Municipality,Ukraine,River-Sea Transportation,No,401612.0,440320,Ordinary Trade
2015-01-01,广东省,China,France,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,1289.0,440929,Ordinary Trade
2015-01-01,Jiangsu,China,Taiwan,Jiangsu Province,Taiwan,River-Sea Transportation,Yes,2846.0,441900,Ordinary Trade
2015-01-01,Shanghai,China,France,Shanghai Municipality,France,Air Transport,Yes,164.0,441900,Ordinary Trade
2015-01-01,Shanghai,China,South Africa,Shanghai Municipality,South Africa,River-Sea Transportation,Yes,171.0,441900,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Motor Vehicle Transportation,Yes,43992.0,441900,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Guangdong Sheng,China,Malaysia,Guangdong Province,Malaysia,River-Sea Transportation,Yes,97815.0,441872,Ordinary Trade
2015-01-01,Shanghai,China,France,Shanghai Municipality,HongKong,Air Transport,Yes,26452.0,441700,Ordinary Trade
2015-01-01,Zhejiang,China,Italy,Zhejiang Province,Italy,River-Sea Transportation,Yes,42942.0,940161,Ordinary Trade
2015-01-01,Fujian,China,Italy,Fujian Province,Italy,River-Sea Transportation,Yes,14409.0,940161,Ordinary Trade
2015-01-01,Shanghai Shi,China,Netherlands,Shanghai Municipality,Netherlands,River-Sea Transportation,Yes,15805.0,940161,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Vietnam,Guangdong Province,Vietnam,River-Sea Transportation,Yes,36537.0,940161,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Guangdong Sheng,China,Taiwan,Guangdong Province,Taiwan,River-Sea Transportation,Yes,13806.0,940360,Ordinary Trade
2015-01-01,Beijing,China,Czech Republic,Beijing Municipality,Germany,River-Sea Transportation,Yes,5141.0,940360,Ordinary Trade
2015-01-01,Beijing Shi,China,Germany,Beijing Municipality,Germany,River-Sea Transportation,Yes,38806.0,940360,Ordinary Trade
2015-01-01,Zhejiang,China,Thailand,Zhejiang Province,Taiwan,River-Sea Transportation,Yes,2341.0,940360,Ordinary Trade
2015-01-01,Shanghai,China,France,Shanghai Municipality,France,Air Transport,Yes,335158.0,940360,Ordinary Trade
2015-01-01,Tianjin Shi,China,United States,Tianjin Municipality,United States,River-Sea Transportation,Yes,35.0,940360,Ordinary Trade
2015-01-01,Beijing Shi,China,Italy,Beijing Municipality,Italy,River-Sea Transportation,Yes,74940.0,940360,Ordinary Trade
2015-01-01,Fujian,China,United Kingdom,Fujian Province,United Kingdom,Air Transport,Yes,442.0,940390,Others
2015-01-01,Zhejiang Sheng,China,Germany,Zhejiang Province,Germany,River-Sea Transportation,Yes,52862.0,940390,Ordinary Trade
2015-01-01,Jiangsu,China,France,Jiangsu Province,France,River-Sea Transportation,Yes,22920.0,940390,Ordinary Trade
2015-01-01,Beijing,China,Germany,Beijing Municipality,Germany,River-Sea Transportation,Yes,397.0,940390,Ordinary Trade
2015-01-01,Guangdong,China,Germany,Guangdong Province,Netherlands,River-Sea Transportation,Yes,2862.0,940390,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,1355.0,940390,Ordinary Trade
2015-01-01,Zhejiang,China,Sweden,Zhejiang Province,Sweden,Air Transport,Yes,93.0,940390,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Lao PDR,Guangdong Province,Lao PDR,Motor Vehicle Transportation,Yes,11637.0,940340,Ordinary Trade
2015-01-01,Shanghai Shi,China,Germany,Shanghai Municipality,Germany,Air Transport,Yes,48953.0,940340,Ordinary Trade
2015-01-01,Beijing Shi,China,Italy,Beijing Municipality,Italy,River-Sea Transportation,Yes,25914.0,940340,Ordinary Trade
2015-01-01,Guangdong,China,Malaysia,Guangdong Province,Malaysia,River-Sea Transportation,Yes,6199.0,940190,Ordinary Trade
2015-01-01,Guangdong,China,Malaysia,Guangdong Province,HongKong,River-Sea Transportation,Yes,121.0,940190,Ordinary Trade
2015-01-01,Hunan,China,Hungary,Hunan Province,Hungary,River-Sea Transportation,Yes,21465.0,940190,Ordinary Trade
2015-01-01,Hubei Sheng,China,Japan,Hubei Province,France,Air Transport,Yes,509.0,940190,Ordinary Trade
2015-01-01,Fujian,China,United Kingdom,Fujian Province,Netherlands,Air Transport,Yes,2008.0,940190,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Fujian,China,United States,Fujian Province,HongKong,Motor Vehicle Transportation,Yes,37006.0,940190,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Jiangsu,China,Canada,Jiangsu Province,Canada,Air Transport,Yes,16046.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Germany,Shanghai Municipality,Belgium,River-Sea Transportation,Yes,16180.0,940190,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Japan,Guangdong Province,HongKong,River-Sea Transportation,Yes,839.0,940190,Ordinary Trade
2015-01-01,Zhejiang,China,Japan,Zhejiang Province,Japan,River-Sea Transportation,Yes,1696252.0,940190,Ordinary Trade
2015-01-01,Shandong Sheng,China,United States,Shandong Province,United States,Air Transport,Yes,8799.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,China,Shanghai Municipality,Germany,River-Sea Transportation,Yes,3066.0,940190,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai,China,Portugal,Shanghai Municipality,Sweden,Air Transport,Yes,702.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Czech Republic,Shanghai Municipality,Sweden,River-Sea Transportation,Yes,13391.0,940190,Ordinary Trade
2015-01-01,Shanghai Shi,China,Thailand,Shanghai Municipality,Japan,River-Sea Transportation,Yes,689.0,940190,Ordinary Trade
2015-01-01,Tianjin,China,Italy,Tianjin Municipality,Germany,River-Sea Transportation,Yes,10795.0,940190,Ordinary Trade
2015-01-01,,,United States,Guangdong Province,United States,Motor Vehicle Transportation,Yes,8673.0,940330,Ordinary Trade
2015-01-01,Shanghai,China,Germany,Shanghai Municipality,Germany,River-Sea Transportation,Yes,17657.0,940330,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,6884.0,940169,Ordinary Trade
2015-01-01,Guangdong Sheng,China,HongKong,Guangdong Province,HongKong,River-Sea Transportation,Yes,6140.0,940169,Ordinary Trade
2015-01-01,Shandong Sheng,China,Indonesia,Shandong Province,Indonesia,River-Sea Transportation,Yes,1973.0,940169,Ordinary Trade
2015-01-01,Shanghai Shi,China,Italy,Shanghai Municipality,Italy,River-Sea Transportation,Yes,1647.0,940169,Ordinary Trade
2015-01-01,Shanghai,China,Lithuania,Shanghai Municipality,HongKong,River-Sea Transportation,Yes,255.0,940169,Ordinary Trade
2015-01-01,Xinjiang,China,China,Xinjiang Uyghur Autonomous Region,United States,River-Sea Transportation,Yes,25972.0,940350,Ordinary Trade
2015-01-01,Shandong,China,Indonesia,Shandong Province,Indonesia,River-Sea Transportation,Yes,1150.0,940350,Ordinary Trade
2015-01-01,Zhejiang,China,Indonesia,Zhejiang Province,Indonesia,River-Sea Transportation,Yes,195.0,940350,Ordinary Trade
2015-01-01,Jiangsu,China,Japan,Jiangsu Province,Japan,River-Sea Transportation,Yes,16622.0,940350,Ordinary Trade
2015-01-01,Shanghai,China,China,Shanghai Municipality,United States,River-Sea Transportation,Yes,1234.0,940350,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,Italy,Shanghai Municipality,Italy,River-Sea Transportation,Yes,46646.0,940350,Ordinary Trade
2015-01-01,广东省,China,United Kingdom,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,1185.0,940350,Ordinary Trade
2015-01-01,Beijing,China,United Kingdom,Beijing Municipality,United Kingdom,Air Transport,Yes,553.0,940350,Others
2015-01-01,Beijing Shi,China,Indonesia,Beijing Municipality,United Kingdom,Air Transport,Yes,1336.0,940350,Ordinary Trade
2015-01-01,Fujian Sheng,China,Philippines,Fujian Province,Philippines,River-Sea Transportation,Yes,51959.0,440290,Ordinary Trade
2015-01-01,Fujian Sheng,China,Indonesia,Fujian Province,Indonesia,River-Sea Transportation,Yes,3170.0,440500,Ordinary Trade
2015-01-01,Zhejiang,China,Indonesia,Zhejiang Province,Indonesia,River-Sea Transportation,Yes,26553.0,440725,Ordinary Trade
2015-01-01,Guangdong,China,Germany,Guangdong Province,Germany,River-Sea Transportation,Yes,19232.0,440792,Processing Trade with Imported Materials
2015-01-01,Shandong,China,Romania,Shandong Province,Romania,River-Sea Transportation,Yes,11133.0,440792,Ordinary Trade
2015-01-01,Zhejiang,China,Ukraine,Zhejiang Province,Ukraine,River-Sea Transportation,Yes,24942.0,440792,Ordinary Trade
2015-01-01,Shanghai Shi,China,Croatia Rep,Shanghai Municipality,Italy,River-Sea Transportation,Yes,92118.0,440792,Ordinary Trade
2015-01-01,Shanghai,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,20264.0,440793,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,479284.0,440795,Ordinary Trade
2015-01-01,Fujian Sheng,China,United States,Fujian Province,United States,River-Sea Transportation,Yes,134249.0,440795,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,Canada,River-Sea Transportation,Yes,29032.0,440795,Ordinary Trade
2015-01-01,Beijing,China,Brazil,Beijing Municipality,Brazil,River-Sea Transportation,Yes,138443.0,441012,Ordinary Trade
2015-01-01,Guangdong,China,Malaysia,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,16693.0,441239,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Guangdong,China,Thailand,Guangdong Province,Thailand,River-Sea Transportation,Yes,126113.0,441019,Processing Trade with Imported Materials
2015-01-01,Guangdong Sheng,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,16989.0,440791,Ordinary Trade
2015-01-01,Shandong,China,Croatia Rep,Shandong Province,Croatia Rep,River-Sea Transportation,Yes,13367.0,440791,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,913357.0,440791,Ordinary Trade
2015-01-01,,China,France,Jiangsu Province,Belgium,River-Sea Transportation,Yes,11613.0,440791,Ordinary Trade
2015-01-01,Shanghai Shi,China,Italy,Shanghai Municipality,Slovenia,River-Sea Transportation,Yes,25926.0,440791,Ordinary Trade
2015-01-01,Liaoning,China,United States,Liaoning Province,United States,River-Sea Transportation,Yes,14995.0,440791,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,,China,France,Shandong Province,Belgium,River-Sea Transportation,Yes,178932.0,440391,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,France,Zhejiang Province,France,River-Sea Transportation,Yes,36886.0,440391,Ordinary Trade
2015-01-01,Shanghai,China,France,Zhejiang Province,Belgium,River-Sea Transportation,Yes,26606.0,440391,Ordinary Trade
2015-01-01,Shanghai Shi,China,France,Shanghai Municipality,France,River-Sea Transportation,Yes,62098.0,440391,Ordinary Trade
2015-01-01,Liaoning,China,United States,Liaoning Province,United States,River-Sea Transportation,Yes,22438.0,440391,Ordinary Trade
2015-01-01,Guangdong Sheng,China,France,Guangdong Province,France,River-Sea Transportation,Yes,36112.0,440392,Ordinary Trade
2015-01-01,Zhejiang,China,Germany,Zhejiang Province,Netherlands,River-Sea Transportation,Yes,21797.0,440392,Ordinary Trade
2015-01-01,Guangdong,China,Congo,Guangdong Province,Congo,River-Sea Transportation,Yes,21069.0,440727,Ordinary Trade
2015-01-01,Yunnan,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,Yes,10472.0,440799,Petty Frontier Trade
2015-01-01,Guangdong,China,Thailand,Guangdong Province,Thailand,River-Sea Transportation,Yes,78321.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Thailand,Guangdong Province,Thailand,River-Sea Transportation,Yes,63054.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,40264.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Brazil,Guangdong Province,Brazil,River-Sea Transportation,Yes,14538.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Lao PDR,Guangdong Province,HongKong,River-Sea Transportation,Yes,29887.0,440799,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,107144.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Vietnam,Guangdong Province,Vietnam,River-Sea Transportation,Yes,287542.0,440799,Ordinary Trade
2015-01-01,Zhejiang,China,Vietnam,Zhejiang Province,Vietnam,River-Sea Transportation,Yes,454660.0,440799,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Fujian Sheng,China,Vietnam,Fujian Province,Taiwan,River-Sea Transportation,Yes,7843.0,440799,Ordinary Trade
2015-01-01,Fujian Sheng,China,Lithuania,Fujian Province,Netherlands,River-Sea Transportation,Yes,28064.0,440799,Ordinary Trade
2015-01-01,Jiangsu,China,Gabon,Jiangsu Province,Gabon,River-Sea Transportation,Yes,191656.0,440799,Ordinary Trade
2015-01-01,Shanghai Shi,China,Cameroon,Shanghai Municipality,Cameroon,River-Sea Transportation,Yes,41583.0,440799,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,28594.0,440799,Ordinary Trade
2015-01-01,Liaoning,China,Thailand,Liaoning Province,Malaysia,River-Sea Transportation,Yes,874954.0,440799,Ordinary Trade
2015-01-01,Zhejiang,China,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,14581.0,440799,Ordinary Trade
2015-01-01,Zhejiang,China,Malaysia,Zhejiang Province,Malaysia,River-Sea Transportation,Yes,68.0,440799,Others
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Motor Vehicle Transportation,Yes,49055.0,440799,Petty Frontier Trade
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Railway Transportation,Yes,144955.0,440799,Petty Frontier Trade
2015-01-01,Inner Mongolia,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,Yes,429304.0,440799,Petty Frontier Trade
2015-01-01,Jiangsu,China,Lao PDR,Jiangsu Province,Thailand,River-Sea Transportation,Yes,2338.0,440799,Ordinary Trade
2015-01-01,Tianjin,China,Thailand,Tianjin Municipality,Thailand,River-Sea Transportation,Yes,161968.0,440799,Ordinary Trade
2015-01-01,Beijing Shi,China,Benin,Beijing Municipality,Benin,River-Sea Transportation,Yes,277566.0,440799,Ordinary Trade
2015-01-01,广东省,China,Italy,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,5088.0,442190,Ordinary Trade
2015-01-01,Guangdong,China,Vietnam,Guangdong Province,Vietnam,River-Sea Transportation,Yes,19543.0,442190,Ordinary Trade
2015-01-01,Jiangsu,China,Spain,Jiangsu Province,Spain,River-Sea Transportation,Yes,591.0,442190,Others
2015-01-01,Shanghai Shi,China,Spain,Shanghai Municipality,HongKong,Motor Vehicle Transportation,Yes,99.0,442190,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,China,Jiangsu Province,Belgium,River-Sea Transportation,Yes,794.0,441520,Others
2015-01-01,Guangdong,China,Finland,Guangdong Province,Finland,River-Sea Transportation,Yes,29476.0,440710,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Shandong Sheng,China,Russia,Shandong Province,Russia,River-Sea Transportation,Yes,29013.0,440710,Ordinary Trade
2015-01-01,Shandong,China,New Zealand,Shandong Province,New Zealand,River-Sea Transportation,Yes,107084.0,440710,Ordinary Trade
2015-01-01,Guangdong Sheng,China,New Zealand,Guangdong Province,New Zealand,River-Sea Transportation,Yes,46193.0,440710,Ordinary Trade
2015-01-01,Fujian Sheng,China,Germany,Fujian Province,Germany,River-Sea Transportation,Yes,1012165.0,440710,Ordinary Trade
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Railway Transportation,Yes,374444.0,440710,Petty Frontier Trade
2015-01-01,Fujian,China,United States,Fujian Province,United States,River-Sea Transportation,Yes,57681.0,440710,Ordinary Trade
2015-01-01,,China,Brazil,Fujian Province,Brazil,River-Sea Transportation,Yes,316843.0,440710,Processing Trade with Imported Materials
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,Yes,164841.0,440710,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,Yes,992343.0,440710,Petty Frontier Trade
2015-01-01,Inner Mongolia,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,Yes,2803193.0,440710,Petty Frontier Trade
2015-01-01,Jiangsu,China,Finland,Jiangsu Province,Finland,River-Sea Transportation,Yes,86877.0,440710,Ordinary Trade
2015-01-01,Shanghai,China,Romania,Shanghai Municipality,Romania,River-Sea Transportation,Yes,135361.0,440710,Processing Trade with Imported Materials
2015-01-01,,China,Russia,Beijing Municipality,Russia,River-Sea Transportation,Yes,1247412.0,440710,Ordinary Trade
2015-01-01,Yunnan,China,Vietnam,Yunnan Province,Vietnam,Motor Vehicle Transportation,Yes,133476.0,440890,Petty Frontier Trade
2015-01-01,Shanghai Shi,China,Indonesia,Shanghai Municipality,Indonesia,River-Sea Transportation,Yes,26523.0,441112,Ordinary Trade
2015-01-01,Yunnan,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,No,180822.0,440399,Petty Frontier Trade
2015-01-01,Guangdong Sheng,China,Gambia,Guangdong Province,Gambia,River-Sea Transportation,No,195955.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Mozambique,Guangdong Province,HongKong,River-Sea Transportation,No,7075.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Ghana,Guangdong Province,Ghana,River-Sea Transportation,No,29358.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Canada,Guangdong Province,Canada,River-Sea Transportation,No,27989.0,440399,Processing Trade with Imported Materials
2015-01-01,Guangdong,China,Gambia,Guangdong Province,Senegal,River-Sea Transportation,No,46512.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Cote D Ivoire,Guangdong Province,Cote D Ivoire,River-Sea Transportation,No,378949.0,440399,Ordinary Trade
2015-01-01,Fujian,China,Latvia,Fujian Province,Latvia,River-Sea Transportation,No,88808.0,440399,Ordinary Trade
2015-01-01,,China,United States,Zhejiang Province,United States,River-Sea Transportation,No,28956.0,440399,Ordinary Trade
2015-01-01,Zhejiang,China,Benin,Zhejiang Province,Benin,River-Sea Transportation,No,24052.0,440399,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Guangdong,China,Mexico,Guangdong Province,HongKong,River-Sea Transportation,No,254012.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Mozambique,Guangdong Province,HongKong,River-Sea Transportation,No,93960.0,440399,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Guangdong,China,Mozambique,Guangdong Province,HongKong,River-Sea Transportation,No,32999.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Nicaragua,Guangdong Province,Nicaragua,River-Sea Transportation,No,12025.0,440399,Ordinary Trade
2015-01-01,Jiangsu,China,Solomon Islands,Jiangsu Province,Solomon Islands,River-Sea Transportation,No,5732937.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,Nigeria,Shanghai Municipality,Nigeria,River-Sea Transportation,No,12150.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,Cote D Ivoire,Shanghai Municipality,Cote D Ivoire,River-Sea Transportation,No,262859.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Ghana,Guangdong Province,Ghana,River-Sea Transportation,No,12240.0,440399,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Senegal,Zhejiang Province,Senegal,River-Sea Transportation,No,23871.0,440399,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Benin,Zhejiang Province,Senegal,River-Sea Transportation,No,44935.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,Honduras,Shanghai Municipality,HongKong,River-Sea Transportation,No,20338.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,Lao PDR,Shanghai Municipality,Thailand,River-Sea Transportation,No,813049.0,440399,Ordinary Trade
2015-01-01,Beijing,China,Papua New Guinea,Beijing Municipality,Papua New Guinea,River-Sea Transportation,No,14054691.0,440399,Ordinary Trade
2015-01-01,Tianjin,China,Estonia,Tianjin Municipality,Estonia,River-Sea Transportation,No,96405.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Taiwan,Guangdong Province,Taiwan,River-Sea Transportation,Yes,20.0,441114,Ordinary Trade
2015-01-01,Guangdong,China,Malaysia,Guangdong Province,Malaysia,River-Sea Transportation,Yes,86473.0,441299,Ordinary Trade
2015-01-01,Shanghai,China,China,Shanghai Municipality,Sweden,Air Transport,Yes,4607.0,441400,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Italy,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,15.0,442090,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Lao PDR,Guangdong Province,Lao PDR,Motor Vehicle Transportation,Yes,2203.0,442090,Ordinary Trade
2015-01-01,Tianjin,China,India,Tianjin Municipality,United States,River-Sea Transportation,Yes,61.0,442090,Ordinary Trade
2015-01-01,Tianjin,China,France,Tianjin Municipality,France,River-Sea Transportation,Yes,39.0,442090,Ordinary Trade
2015-01-01,Fujian,China,Japan,Fujian Province,Japan,Postal Transportation,Yes,628.0,442010,Ordinary Trade
2015-01-01,Shanghai,China,Taiwan,Shanghai Municipality,Taiwan,River-Sea Transportation,Yes,1803.0,442010,Ordinary Trade
2015-01-01,Guangdong,China,Argentina,Guangdong Province,Argentina,River-Sea Transportation,Yes,13438.0,441192,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,No,68295.0,440320,Ordinary Trade
2015-01-01,Shandong,China,Russia,Shandong Province,Russia,River-Sea Transportation,No,576871.0,440320,Ordinary Trade
2015-01-01,Fujian,China,Ukraine,Fujian Province,Ukraine,River-Sea Transportation,No,30541.0,440320,Ordinary Trade
2015-01-01,Fujian Sheng,China,New Zealand,Fujian Province,New Zealand,River-Sea Transportation,No,459204.0,440320,Ordinary Trade
2015-01-01,Fujian Sheng,China,Russia,Fujian Province,Russia,River-Sea Transportation,No,694498.0,440320,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,362744.0,440320,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Ukraine,Inner Mongolia Autonomous Region,Ukraine,River-Sea Transportation,No,35637.0,440320,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,49503.0,440929,Ordinary Trade
2015-01-01,Zhejiang,China,Vietnam,Zhejiang Province,Taiwan,River-Sea Transportation,Yes,3000.0,441900,Ordinary Trade
