ShipmentMonth,ConsigneeStateRegion,ConsigneeCountry,ShipmentOrigin,Province,CountryOfSale,TransportMethod,IsContainerized,ValueOfGoodsUSD,HSCode,TradeType
2015-01-01,Beijing Shi,China,Italy,Beijing Municipality,Italy,River-Sea Transportation,Yes,32381.0,441872,Ordinary Trade
2015-01-01,广东省,China,Italy,Guangdong Province,Italy,River-Sea Transportation,Yes,66871.0,940161,Ordinary Trade
2015-01-01,Guangdong,China,China,Guangdong Province,Germany,River-Sea Transportation,Yes,1356.0,940161,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Italy,Guangdong Province,Italy,Air Transport,Yes,56973.0,940161,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,34056.0,940161,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Italy,Zhejiang Province,Singapore,River-Sea Transportation,Yes,2752.0,940161,Ordinary Trade
2015-01-01,Shanghai,China,Italy,Shanghai Municipality,Canada,Motor Vehicle Transportation,Yes,61744.0,940161,Ordinary Trade
2015-01-01,Shanghai Shi,China,Indonesia,Shanghai Municipality,United States,River-Sea Transportation,Yes,27153.0,940161,Ordinary Trade
2015-01-01,Shanghai Shi,China,Norway,Shanghai Municipality,Netherlands,Air Transport,Yes,8066.0,940161,Ordinary Trade
2015-01-01,Shanghai,China,Norway,Shanghai Municipality,Norway,Air Transport,Yes,9384.0,940161,Ordinary Trade
2015-01-01,Beijing,China,France,Beijing Municipality,France,River-Sea Transportation,Yes,8141.0,940161,Ordinary Trade
2015-01-01,Tianjin,China,China,Tianjin Municipality,United States,River-Sea Transportation,Yes,14355.0,940161,Ordinary Trade
2015-01-01,Tianjin,China,Vietnam,Tianjin Municipality,Vietnam,River-Sea Transportation,Yes,302213.0,940161,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shandong,China,United States,Shandong Province,United States,Air Transport,Yes,349.0,940360,Ordinary Trade
2015-01-01,Shanghai,China,Slovenia,Shanghai Municipality,Czech Republic,River-Sea Transportation,Yes,16970.0,940360,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Liaoning,China,France,Liaoning Province,France,River-Sea Transportation,Yes,17888.0,940360,Ordinary Trade
2015-01-01,Liaoning Sheng,China,Vietnam,Liaoning Province,Vietnam,River-Sea Transportation,Yes,5651.0,940360,Ordinary Trade
2015-01-01,Sichuan Sheng,China,Vietnam,Sichuan Province,United States,River-Sea Transportation,Yes,2197.0,940390,Ordinary Trade
2015-01-01,Guangdong,China,Indonesia,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,52741.0,940390,Ordinary Trade
2015-01-01,Jiangsu,China,Czech Republic,Jiangsu Province,Netherlands,Air Transport,Yes,25961.0,940390,Ordinary Trade
2015-01-01,Shanghai,China,Italy,Shanghai Municipality,Italy,River-Sea Transportation,Yes,1109715.0,940390,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai,China,Denmark,Shanghai Municipality,Germany,River-Sea Transportation,Yes,149943.0,940390,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Guangdong Sheng,China,"Korea, Rep.",Guangdong Province,"Korea, Rep.",River-Sea Transportation,Yes,1365.0,940390,Ordinary Trade
2015-01-01,Guangdong,China,Italy,Guangdong Province,Italy,Motor Vehicle Transportation,Yes,864.0,940390,Ordinary Trade
2015-01-01,Guangdong Sheng,China,China,Guangdong Province,Macau,Motor Vehicle Transportation,Yes,3093.0,940390,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shandong,China,Italy,Shandong Province,Italy,River-Sea Transportation,Yes,4715.0,940390,Ordinary Trade
2015-01-01,Liaoning,China,Japan,Liaoning Province,Japan,River-Sea Transportation,Yes,175096.0,940600,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Italy,Jiangsu Province,Italy,Air Transport,Yes,53440.0,940340,Ordinary Trade
2015-01-01,Liaoning Sheng,China,Indonesia,Liaoning Province,United States,River-Sea Transportation,Yes,778.0,940340,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,Air Transport,Yes,3069.0,940190,Ordinary Trade
2015-01-01,Guangdong,China,France,Guangdong Province,Singapore,Air Transport,Yes,118.0,940190,Ordinary Trade
2015-01-01,Shandong,China,"Korea, Rep.",Shandong Province,"Korea, Rep.",River-Sea Transportation,Yes,86734.0,940190,Processing Trade with Imported Materials
2015-01-01,,China,Taiwan,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,39138.0,940190,Processing Trade with Imported Materials
2015-01-01,Jiangsu,China,United States,Jiangsu Province,United States,Air Transport,Yes,5026.0,940190,Ordinary Trade
2015-01-01,Fujian,China,Japan,Fujian Province,Japan,Air Transport,Yes,23.0,940190,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai,China,Germany,Shanghai Municipality,United States,River-Sea Transportation,Yes,1050.0,940190,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai,China,Slovakia (Slovak Republic),Shanghai Municipality,United Kingdom,Air Transport,Yes,170.0,940190,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai,China,Mexico,Shanghai Municipality,United States,River-Sea Transportation,Yes,385894.0,940190,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Japan,Zhejiang Province,Japan,River-Sea Transportation,Yes,24670.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Sweden,Shanghai Municipality,Sweden,Air Transport,Yes,200.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Belgium,Shanghai Municipality,Sweden,River-Sea Transportation,Yes,1032.0,940190,Ordinary Trade
2015-01-01,Shanghai Shi,China,Italy,Shanghai Municipality,Ireland,Air Transport,Yes,4088.0,940190,Processing Trade with Imported Materials
2015-01-01,Beijing,China,Luxembourg,Beijing Municipality,Germany,River-Sea Transportation,Yes,763.0,940190,Ordinary Trade
2015-01-01,Heilongjiang,China,Sweden,Heilongjiang Province,Netherlands,River-Sea Transportation,Yes,27320.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Slovenia,Shanghai Municipality,Belgium,River-Sea Transportation,Yes,4452.0,940190,Ordinary Trade
2015-01-01,Jilin,China,Germany,Jilin Province,Germany,River-Sea Transportation,Yes,50943.0,940190,Ordinary Trade
2015-01-01,,China,United States,Beijing Municipality,Austria,Air Transport,Yes,7218.0,940190,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai,China,Denmark,Shanghai Municipality,Denmark,Air Transport,Yes,944.0,940330,Others
2015-01-01,Sichuan Sheng,China,Indonesia,Sichuan Province,United States,River-Sea Transportation,Yes,10403.0,940169,Ordinary Trade
2015-01-01,Shandong,China,Indonesia,Shandong Province,Indonesia,River-Sea Transportation,Yes,4642.0,940169,Ordinary Trade
2015-01-01,,,Indonesia,Zhejiang Province,Indonesia,River-Sea Transportation,Yes,9050.0,940169,Ordinary Trade
2015-01-01,Shanghai Shi,China,Estonia,Shanghai Municipality,Estonia,River-Sea Transportation,Yes,19067.0,940169,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Vietnam,Jiangsu Province,Vietnam,River-Sea Transportation,Yes,117059.0,940169,Ordinary Trade
2015-01-01,Shanghai,China,Indonesia,Shanghai Municipality,Indonesia,River-Sea Transportation,Yes,292.0,940169,Ordinary Trade
2015-01-01,Shanghai,China,China,Shanghai Municipality,Singapore,River-Sea Transportation,Yes,872.0,940169,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Shanghai Shi,China,Russia,Shanghai Municipality,Russia,Air Transport,Yes,375.0,940169,Others
2015-01-01,Shanghai,China,Vietnam,Shanghai Municipality,Vietnam,River-Sea Transportation,Yes,88842.0,940169,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Jiangsu,China,Vietnam,Jiangsu Province,Vietnam,River-Sea Transportation,Yes,445267.0,940350,Ordinary Trade
2015-01-01,Jiangsu,China,Cambodia,Jiangsu Province,Cambodia,River-Sea Transportation,Yes,2358.0,940350,Ordinary Trade
2015-01-01,Shanghai,China,Vietnam,Shanghai Municipality,Vietnam,River-Sea Transportation,Yes,22707.0,940350,Ordinary Trade
2015-01-01,Guangdong,China,China,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,785.0,940350,Ordinary Trade
2015-01-01,Guangdong,China,Vietnam,Guangdong Province,Vietnam,River-Sea Transportation,Yes,85943.0,940350,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,10607.0,940350,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,637.0,940350,Ordinary Trade
2015-01-01,Hainan,China,Indonesia,Hainan Province,Indonesia,River-Sea Transportation,No,4399870.0,440122,Ordinary Trade
2015-01-01,Yunnan,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,Yes,10835.0,440290,Petty Frontier Trade
2015-01-01,Guangdong Sheng,China,Germany,Guangdong Province,Netherlands,River-Sea Transportation,Yes,27962.0,440792,Ordinary Trade
2015-01-01,Anhui,China,Germany,Anhui Province,Germany,River-Sea Transportation,Yes,191320.0,440792,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Germany,Zhejiang Province,Belgium,River-Sea Transportation,Yes,12061.0,440792,Ordinary Trade
2015-01-01,Liaoning,China,Germany,Liaoning Province,Belgium,River-Sea Transportation,Yes,32232.0,440792,Ordinary Trade
2015-01-01,Fujian,China,United States,Fujian Province,United States,River-Sea Transportation,Yes,59967.0,440793,Processing Trade with Imported Materials
2015-01-01,Guangdong Sheng,China,Germany,Guangdong Province,United States,River-Sea Transportation,Yes,42727.0,440795,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,265556.0,440795,Ordinary Trade
2015-01-01,Liaoning,China,United States,Liaoning Province,United States,River-Sea Transportation,Yes,51136.0,440795,Ordinary Trade
2015-01-01,Shanghai,China,United States,Shanghai Municipality,United States,Air Transport,Yes,16200.0,441510,Processing Trade with Imported Materials
2015-01-01,Tianjin,China,France,Tianjin Municipality,France,River-Sea Transportation,Yes,634.0,442110,Ordinary Trade
2015-01-01,Shanghai Shi,China,Qatar,Shanghai Municipality,Qatar,Air Transport,Yes,890.0,441820,Ordinary Trade
2015-01-01,Guangdong Sheng,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,46570.0,440791,Ordinary Trade
2015-01-01,Shandong Sheng,China,United States,Shandong Province,United States,River-Sea Transportation,Yes,200548.0,440791,Ordinary Trade
2015-01-01,Zhejiang,China,Germany,Zhejiang Province,Germany,River-Sea Transportation,Yes,13410.0,440791,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,19957.0,440791,Ordinary Trade
2015-01-01,Heilongjiang Sheng,China,France,Heilongjiang Province,France,River-Sea Transportation,Yes,268721.0,440791,Ordinary Trade
2015-01-01,Zhejiang,China,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,235770.0,440791,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Tianjin,China,United States,Tianjin Municipality,United States,River-Sea Transportation,Yes,109701.0,440791,Ordinary Trade
2015-01-01,Liaoning,China,Japan,Liaoning Province,Japan,River-Sea Transportation,Yes,50915.0,441011,Processing Trade with Imported Materials
2015-01-01,Zhejiang,China,Taiwan,Zhejiang Province,Taiwan,River-Sea Transportation,Yes,8.0,441231,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Malaysia,Jiangsu Province,Malaysia,River-Sea Transportation,Yes,477747.0,440341,Ordinary Trade
2015-01-01,Guangdong Sheng,China,France,Guangdong Province,France,River-Sea Transportation,Yes,30311.0,440391,Ordinary Trade
2015-01-01,Jiangsu,China,Switzerland,Jiangsu Province,Belgium,River-Sea Transportation,Yes,18649.0,440391,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,1131805.0,440391,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,Yes,178051.0,440391,Petty Frontier Trade
2015-01-01,Beijing Shi,China,United States,Beijing Municipality,United States,River-Sea Transportation,Yes,56559.0,440391,Ordinary Trade
2015-01-01,Shandong Sheng,China,Belgium,Shandong Province,Belgium,River-Sea Transportation,Yes,110004.0,440392,Ordinary Trade
2015-01-01,Shanghai Shi,China,Germany,Shanghai Municipality,Belgium,River-Sea Transportation,Yes,44951.0,440392,Ordinary Trade
2015-01-01,Shanghai Shi,China,Cameroon,Shanghai Municipality,Cameroon,River-Sea Transportation,Yes,48355.0,440727,Ordinary Trade
2015-01-01,Guangdong,China,Angola,Guangdong Province,Angola,River-Sea Transportation,Yes,54262.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Brazil,Guangdong Province,HongKong,River-Sea Transportation,Yes,12882.0,440799,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Guangdong,China,Gabon,Guangdong Province,Gabon,River-Sea Transportation,Yes,16815.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,138396.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Cameroon,Guangdong Province,Cameroon,River-Sea Transportation,Yes,30412.0,440799,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Indonesia,Zhejiang Province,Indonesia,River-Sea Transportation,Yes,2915.0,440799,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Bolivia,Zhejiang Province,Chile,River-Sea Transportation,Yes,13810.0,440799,Ordinary Trade
2015-01-01,Shandong Sheng,China,Philippines,Shandong Province,Philippines,River-Sea Transportation,Yes,5367.0,440799,Ordinary Trade
2015-01-01,Fujian,China,Thailand,Fujian Province,Thailand,River-Sea Transportation,Yes,119481.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Lao PDR,Guangdong Province,Lao PDR,River-Sea Transportation,Yes,194408.0,440799,Ordinary Trade
2015-01-01,Shanghai Shi,China,Thailand,Shanghai Municipality,Thailand,River-Sea Transportation,Yes,64027.0,440799,Ordinary Trade
2015-01-01,Shanghai,China,Indonesia,Shanghai Municipality,Indonesia,River-Sea Transportation,Yes,177650.0,440799,Ordinary Trade
2015-01-01,Shanghai,China,Gabon,Shanghai Municipality,Gabon,River-Sea Transportation,Yes,432190.0,440799,Ordinary Trade
2015-01-01,Shanghai Shi,China,Thailand,Shanghai Municipality,Thailand,River-Sea Transportation,Yes,68239.0,440799,Ordinary Trade
2015-01-01,Beijing Shi,China,Mozambique,Beijing Municipality,Mozambique,River-Sea Transportation,Yes,158087.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,35732.0,442190,Ordinary Trade
2015-01-01,Shandong Sheng,China,Indonesia,Shandong Province,Indonesia,River-Sea Transportation,Yes,99379.0,442190,Ordinary Trade
2015-01-01,Liaoning,China,Russia,Liaoning Province,Russia,Railway Transportation,Yes,572727.0,442190,Processing Trade with Imported Materials
2015-01-01,Jilin Sheng,China,"Korea,DPR",Jilin Province,"Korea,DPR",Motor Vehicle Transportation,Yes,16770.0,442190,Petty Frontier Trade
2015-01-01,Zhejiang,China,China,Zhejiang Province,Denmark,River-Sea Transportation,Yes,3961.0,441520,Ordinary Trade
2015-01-01,Shandong,China,New Zealand,Shandong Province,New Zealand,River-Sea Transportation,Yes,116399.0,440710,Ordinary Trade
2015-01-01,Guangdong,China,Chile,Guangdong Province,Chile,River-Sea Transportation,Yes,25958.0,440710,Processing Trade with Imported Materials
2015-01-01,Guangdong,China,Austria,Guangdong Province,Slovenia,River-Sea Transportation,Yes,182490.0,440710,Processing Trade with Imported Materials
2015-01-01,Shandong,China,United States,Shandong Province,Japan,River-Sea Transportation,Yes,4913.0,440710,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Shandong,China,Canada,Shandong Province,Canada,River-Sea Transportation,Yes,286146.0,440710,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shandong Sheng,China,Chile,Shandong Province,Chile,River-Sea Transportation,Yes,33773.0,440710,Ordinary Trade
2015-01-01,Fujian Sheng,China,Australia,Fujian Province,Australia,River-Sea Transportation,Yes,63050.0,440710,Ordinary Trade
2015-01-01,Guangdong,China,Finland,Guangdong Province,Finland,River-Sea Transportation,Yes,121792.0,440710,Ordinary Trade
2015-01-01,Guangdong,China,Russia,Guangdong Province,Russia,River-Sea Transportation,Yes,174525.0,440710,Ordinary Trade
2015-01-01,Guangdong,China,Brazil,Guangdong Province,Brazil,River-Sea Transportation,Yes,35510.0,440710,Ordinary Trade
2015-01-01,Shanghai Shi,China,Canada,Shanghai Municipality,Canada,River-Sea Transportation,Yes,96133.0,440710,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,River-Sea Transportation,Yes,414075.0,440710,Ordinary Trade
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Railway Transportation,Yes,157965.0,440710,Petty Frontier Trade
2015-01-01,Guangdong Sheng,China,Russia,Guangdong Province,Russia,River-Sea Transportation,Yes,52102.0,440710,Ordinary Trade
2015-01-01,Neimenggu Zizhiqu,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,Yes,679922.0,440710,Petty Frontier Trade
2015-01-01,Jiangsu,China,Canada,Jiangsu Province,Canada,River-Sea Transportation,Yes,495771.0,440710,Ordinary Trade
2015-01-01,,China,Spain,Beijing Municipality,Spain,River-Sea Transportation,Yes,67824.0,440710,Ordinary Trade
2015-01-01,Yunnan,China,Vietnam,Yunnan Province,Vietnam,Motor Vehicle Transportation,Yes,242175.0,440890,Petty Frontier Trade
2015-01-01,Yunnan,China,Vietnam,Yunnan Province,Vietnam,Motor Vehicle Transportation,Yes,13243.0,440890,Petty Frontier Trade
2015-01-01,Guangdong,China,Portugal,Guangdong Province,Portugal,River-Sea Transportation,Yes,92200.0,440890,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Jiangsu,China,Italy,Jiangsu Province,Italy,Air Transport,Yes,66467.0,440890,Ordinary Trade
2015-01-01,Beijing,China,India,Beijing Municipality,India,River-Sea Transportation,Yes,13800.0,440890,Ordinary Trade
2015-01-01,Jilin,China,Russia,Jilin Province,Russia,Motor Vehicle Transportation,Yes,129010.0,440890,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Tianjin,China,Vietnam,Tianjin Municipality,Vietnam,River-Sea Transportation,Yes,21399.0,440890,Ordinary Trade
2015-01-01,Yunnan,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,No,126160.0,440399,Petty Frontier Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,No,52471.0,440399,Processing Trade with Imported Materials
2015-01-01,Guangdong,China,Nigeria,Guangdong Province,Nigeria,River-Sea Transportation,No,927720.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Zambia,Guangdong Province,South Africa,River-Sea Transportation,No,14042.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Colombia,Guangdong Province,Colombia,River-Sea Transportation,No,81700.0,440399,Ordinary Trade
2015-01-01,,China,United States,Zhejiang Province,United States,River-Sea Transportation,No,161832.0,440399,Ordinary Trade
2015-01-01,Fujian,China,Mozambique,Fujian Province,Mozambique,River-Sea Transportation,No,14064.0,440399,Ordinary Trade
2015-01-01,Fujian Sheng,China,Latvia,Fujian Province,Latvia,River-Sea Transportation,No,79370.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Solomon Islands,Guangdong Province,Taiwan,River-Sea Transportation,No,254721.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Lao PDR,Guangdong Province,HongKong,River-Sea Transportation,No,1053294.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,United States,Guangdong Province,United States,River-Sea Transportation,No,84797.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Benin,Guangdong Province,Mozambique,River-Sea Transportation,No,206744.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,No,191671.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Suriname,Guangdong Province,Suriname,River-Sea Transportation,No,290452.0,440399,Ordinary Trade
2015-01-01,Shanghai Shi,China,Mozambique,Shanghai Municipality,Mozambique,River-Sea Transportation,No,2559458.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,Ghana,Shanghai Municipality,Ghana,River-Sea Transportation,No,36763.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Suriname,Guangdong Province,Suriname,River-Sea Transportation,No,50780.0,440399,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,United States,Zhejiang Province,United States,River-Sea Transportation,No,104306.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,United States,Shanghai Municipality,United States,River-Sea Transportation,No,50915.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,Nigeria,Shanghai Municipality,Nigeria,River-Sea Transportation,No,61383.0,440399,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,32367.0,440399,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,Air Transport,Yes,16317.0,441114,Others
2015-01-01,Beijing,China,Germany,Beijing Municipality,Germany,River-Sea Transportation,Yes,724.0,441114,Ordinary Trade
2015-01-01,Shanghai Shi,China,Cote D Ivoire,Shanghai Municipality,Cote D Ivoire,River-Sea Transportation,Yes,22260.0,440729,Ordinary Trade
2015-01-01,Shanghai Shi,China,Gabon,Shanghai Municipality,Gabon,River-Sea Transportation,Yes,144166.0,440729,Ordinary Trade
2015-01-01,Shanghai Shi,China,Indonesia,Shanghai Municipality,Indonesia,River-Sea Transportation,Yes,181177.0,440729,Ordinary Trade
2015-01-01,Guangdong,China,Malaysia,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,15093.0,441299,Processing Trade with Imported Materials
2015-01-01,Guangdong,China,Thailand,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,926.0,442090,Ordinary Trade
2015-01-01,Shanghai Shi,China,Lithuania,Shanghai Municipality,Lithuania,River-Sea Transportation,Yes,4068.0,442090,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,China,Shanghai Municipality,Switzerland,Air Transport,Yes,11484.0,442090,Ordinary Trade
2015-01-01,Guangdong,China,China,Guangdong Province,HongKong,River-Sea Transportation,Yes,1807.0,442010,Ordinary Trade
2015-01-01,Beijing Shi,China,Niger,Beijing Municipality,Niger,Air Transport,Yes,311.0,442010,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,376386.0,440320,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,1149549.0,440320,Petty Frontier Trade
2015-01-01,Neimenggu Zizhiqu,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,323971.0,440320,Petty Frontier Trade
2015-01-01,Tianjin Shi,China,France,Tianjin Municipality,France,River-Sea Transportation,No,59925.0,440320,Ordinary Trade
2015-01-01,Beijing,China,Indonesia,Beijing Municipality,Indonesia,Air Transport,Yes,7922.0,441872,Ordinary Trade
2015-01-01,Shanghai Shi,China,New Zealand,Shanghai Municipality,New Zealand,River-Sea Transportation,Yes,18600.0,441890,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Shanghai,China,United States,Shanghai Municipality,United States,Air Transport,Yes,517.0,441700,Ordinary Trade
2015-01-01,广东省,China,Spain,Guangdong Province,Spain,River-Sea Transportation,Yes,8550.0,940161,Ordinary Trade
2015-01-01,Guangdong,China,Vietnam,Guangdong Province,Vietnam,River-Sea Transportation,Yes,3367.0,940161,Ordinary Trade
2015-01-01,Guangdong,China,Italy,Guangdong Province,HongKong,River-Sea Transportation,Yes,2839.0,940161,Ordinary Trade
2015-01-01,Jiangsu,China,Romania,Jiangsu Province,Romania,River-Sea Transportation,Yes,7426.0,940161,Ordinary Trade
2015-01-01,Beijing Shi,China,China,Beijing Municipality,United States,River-Sea Transportation,Yes,261.0,940161,Ordinary Trade
2015-01-01,Beijing,China,Italy,Beijing Municipality,Italy,River-Sea Transportation,Yes,24075.0,940161,Ordinary Trade
2015-01-01,Beijing,China,France,Beijing Municipality,Belgium,River-Sea Transportation,Yes,23535.0,940161,Ordinary Trade
2015-01-01,Beijing,China,Belgium,Beijing Municipality,Belgium,River-Sea Transportation,Yes,29430.0,940161,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,7678.0,940360,Ordinary Trade
2015-01-01,Guangdong Sheng,China,China,Guangdong Province,United States,Motor Vehicle Transportation,Yes,1890.0,940360,Ordinary Trade
2015-01-01,Guangdong,China,India,Guangdong Province,India,River-Sea Transportation,Yes,9037.0,940360,Ordinary Trade
2015-01-01,Zhejiang,China,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,150.0,940360,Ordinary Trade
2015-01-01,Guangdong,China,Vietnam,Guangdong Province,Vietnam,River-Sea Transportation,Yes,1596.0,940360,Ordinary Trade
2015-01-01,Shanghai Shi,China,Italy,Shanghai Municipality,Italy,River-Sea Transportation,Yes,73204.0,940360,Ordinary Trade
2015-01-01,Shanghai Shi,China,Italy,Shanghai Municipality,Italy,River-Sea Transportation,Yes,343838.0,940360,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,36519.0,940360,Ordinary Trade
2015-01-01,Beijing,China,Taiwan,Beijing Municipality,Taiwan,River-Sea Transportation,Yes,1877.0,940360,Ordinary Trade
2015-01-01,Beijing Shi,China,India,Beijing Municipality,United Arab Emirates,Air Transport,Yes,1244.0,940360,Others
2015-01-01,Jiangsu,China,Italy,Jiangsu Province,Italy,River-Sea Transportation,Yes,23500.0,940360,Ordinary Trade
2015-01-01,Shanghai,China,Vietnam,Shanghai Municipality,Vietnam,River-Sea Transportation,Yes,15674.0,940360,Ordinary Trade
2015-01-01,Zhejiang,China,United States,Zhejiang Province,United States,Air Transport,Yes,1391.0,940390,Ordinary Trade
2015-01-01,Shanghai Shi,China,Indonesia,Shanghai Municipality,Indonesia,River-Sea Transportation,Yes,80.0,940390,Ordinary Trade
2015-01-01,Shanghai Shi,China,Lithuania,Shanghai Municipality,Lithuania,River-Sea Transportation,Yes,157002.0,940390,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,Portugal,Shanghai Municipality,Portugal,River-Sea Transportation,Yes,56597.0,940390,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Italy,Guangdong Province,Italy,Motor Vehicle Transportation,Yes,96822.0,940390,Ordinary Trade
2015-01-01,Shanghai Shi,China,Germany,Shanghai Municipality,Germany,River-Sea Transportation,Yes,164817.0,940600,Ordinary Trade
2015-01-01,Zhejiang,China,Italy,Zhejiang Province,Italy,River-Sea Transportation,Yes,2638.0,940340,Ordinary Trade
2015-01-01,Heilongjiang Sheng,China,"Korea, Rep.",Heilongjiang Province,"Korea, Rep.",River-Sea Transportation,Yes,1395.0,940340,Ordinary Trade
2015-01-01,,China,Australia,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,3675.0,940190,Processing Trade with Imported Materials
2015-01-01,Hubei Sheng,China,Czech Republic,Hubei Province,Germany,River-Sea Transportation,Yes,455769.0,940190,Ordinary Trade
2015-01-01,Fujian,China,United States,Fujian Province,Japan,Air Transport,Yes,23704.0,940190,Inbound/Outbound Goods in Bonded Warehouses
